album	ˈælbəm	álbum	álbum	ˈæl bəm 	<span class="bold">al</span>-b<span class="italic">uh</span>m 	blank book for collecting; holder	<b>collection,scrapbook</b>	[sound:thesaurus-album.mp3]		álbum	/<span class="ipa dipa">ˈæl·bəm</span>/	[sound:cambridge-album.mp3]		(43929)álbum,(2545)disco,(252)CD,(191)trabalho,(125)coletânea,(103)mini-álbum,(89)compilação,(82)lançamento,(69)LP,(68)capa,(62)sonora,(57)banda,(44)single,(44)gravação,(43)EP,(null),			
wee	wi	pequenino,wee	pequeñito,wee	wi 	wee 	very small, tiny	<b>teeny,microscopic</b>	[sound:thesaurus-wee.mp3]		xixi,fazer xixi	/<span class="ipa dipa">wi</span>/	[sound:cambridge-we.mp3]		(331)Wee,(187)pequeno,(146)pouco,(79)pequenino,(67)pouquinho,(39)xixi,(21)PiIinha,(20)chichi,(20)madrugada,(19)bebê,(17)menina,(15)i,(13)mijar,(6)urinar,			
understandable	ˌʌndərˈstændəbəl	compreensível	comprensible	ˌʌn dərˈstæn də bəl 	uhn-der-<span class="bold">stan</span>-d<span class="italic">uh</span>-b<span class="italic">uh</span>l 	comprehensible,expected,able to be understood	<b>intelligible,coherent,obvious,logical,recognizable,</b><b>acceptable,predictable,reasonable,</b><b>simple,acceptable,justifiable,logical,coherent,reasonable,comprehensible,intelligible,recognizable</b>	[sound:thesaurus-understandable.mp3]		compreensível	/<span class="ipa dipa">ˌʌn·dərˈstæn·də·bəl</span>/	[sound:cambridge-understandable.mp3]		(2211)compreensível,(48)compreende-se,(43)inteligível,(31)entender,(25)compreender,(18)compreende,(10)entendível,(10)incompreensível,(9)compreensivelmente,(8)compreendido,(7)acessível,(7)compreendo,		to see or know the meaning of (something),to know (eg a person) thoroughly,to learn or realize (something), eg from information received	compreensível,compreender,perceber
unable	əˈneɪbəl	incapaz,não é possível	incapaz,incapaz de	ʌnˈeɪ bəl 	uhn-<span class="bold">ey</span>-b<span class="italic">uh</span>l 	not having talent, skill	<b>weak,impotent,unfit,incapable,inadequate,helpless,powerless,sidelined,not able</b>	[sound:thesaurus-unable.mp3]		ser incapaz de fazer algo	/<span class="ipa dipa">ʌnˈeɪ·bəl</span>/	[sound:cambridge-unable.mp3]		(647)não pode,(131)impossibilitado,(131)condições,(105)impossível,(92)incapacidade,(77)impedido,(68)impossibilidade,(54)incapacitado,(49)possibilidade,(41)capacidade,(27)puder,(23)impede,(20)possa,(15)incapaz de,(13)inapto,(null),		without enough strength, power, skill, opportunity, information etc to be able (to do something)	incapaz de,incapaz
treats	trits	trata	golosinas,trata	trit 	treet 	pleasing entity or occurrence,act, behave towards,doctor, medicate,pay the bill for someone else,be concerned with; discuss	<b>feast,tidbit,thrill,gift,goody,delicacy,refreshment,delight,sweet,fun,pleasure,</b><b>use,manage,handle,consider,evaluate,regard,serve,play,employ,take,conduct,respect,hold,look upon,deal with,</b><b>prescribe,administer,cure,operate,dress,heal,care for,</b><b>provide,give,</b><b>consider,study,advise,approach,think,interpret,talk about,deal with</b>	[sound:thesaurus-treats.mp3]		tratar,convidar alguém (para algo),dar-se ao luxo (de algo),agrado,presente,surpresa	/<span class="ipa dipa">trit</span>/	[sound:cambridge-treat.mp3]		(1578)trata,(202)guloseimas,(116)doces,(113)trata-me,(66)trate,(60)tratar,(56)tratam,(56)petiscos,(51)delícias,(39)mimos,(30)trata-te,(27)presentes,(27)deleites,(25)biscoitos,(25)iguarias,(null),		to deal with, or behave towards (a thing or person), in a certain manner,to try to cure (a person or disease, injury etc),to put (something) through a process,to buy (a meal, present etc) for (someone),to write or speak about; to discuss,something that gives pleasure, eg an arranged outing, or some special food	tratar,mimo,negociar,tratado,oferecer,tratar de,regalo
theatre	ˈθiətər	teatro	teatro	ˈθi ə tər, ˈθi<span class="superscript">ə</span>- 	<span class="bold">thee</span>-<span class="italic">uh</span>-ter, <span class="bold">thee<span class="superscript"><span class="italic">uh</span></span></span>- 	business of plays	<b>troupe,theater</b>	[sound:thesaurus-theatre.mp3]		teatro	/<span class="ipa dipa">ˈθiː.ə.t̬ɚ</span>/	[sound:cambridge-eus74534.mp3]		(7003)teatro,(1661)Theatre,(251)teatral,(238)cinema,(93)sala,(28)anfiteatro,(24)palco,(24)auditório,(13)Theatro,(11)espetáculo,(10)cênicas,		a place where plays, operas etc are publicly performed,plays in general; any theatre,(also ) a room in a hospital where surgical operations are performed	teatro,sala de operações
succeed	səkˈsid	ter sucesso,sucesso	tener éxito,éxito	səkˈsid 	s<span class="italic">uh</span>k-<span class="bold">seed</span> 	attain good outcome,come after; take the place of	<b>prosper,accomplish,get,win,triumph,benefit,thrive,flourish,overcome,prevail,realize,achieve,gain,</b><b>assume,replace,take over</b>	[sound:thesaurus-succeed.mp3]		conseguir,ter êxito,ser bem-sucedido	/<span class="ipa dipa">səkˈsid</span>/	[sound:cambridge-succeed.mp3]		(1433)conseguir,(1043)ter sucesso,(681)suceder,(240)ter êxito,(74)vencer,(69)ser bem sucedido,(57)ser bem-sucedido,(56)ser bem sucedida,(48)triunfar,(30)sucessor,(29)resultar,(29)dar certo,(24)ser bem-sucedida,(18)prosperar,(12)vingar,(7)substituir,(7)realizar,(1)seguir,(null),			
stir	stɜr	mexer,mexa	remover,revuelva	stɜr 	stur 	commotion, excitement,mix up, agitate,incite, stimulate,get up and going	<b>uproar,fuss,furor,</b><b>disturb,whisk,beat,mix,shake,blend,whip,</b><b>rouse,arouse,inspire,energize,whip up,inflame,trigger,galvanize,affect,kindle,touch,prompt,spark,provoke,spur,raise,</b><b>rouse</b>	[sound:thesaurus-stir.mp3]		mexer,misturar,agitar-se,mexer-se,movimentar-se,mexida,misturada	/<span class="ipa dipa">stɜr</span>/	[sound:cambridge-stir.mp3]		(590)mexer,(350)agitar,(165)misturar,(87)agitação,(48)despertar,(38)movimento,(34)rebuliço,(32)atiçar,(28)celeuma,(22)causar,(22)alvoroço,(15)tumulto,(12)comoção,(11)confusão,(7)reboliço,			
Sammy	ˈsæmi	Sammy	Sammy					[sound:thesaurus-Sammy.mp3]						(3281)Sammy,(60)Sam,(11)Samson,(8)Sammie,(5)Samy,			
relaxed	rɪˈlækst	relaxado	relajado	rɪˈlækst 	ri-<span class="bold">lakst</span> 	easygoing,loose	<b>composed,serene,informal,carefree,breezy,nonchalant,calm,easy,laid-back,flexible,tranquil,tolerant,spontaneous,casual,placid,</b><b>detached,easy</b>	[sound:thesaurus-relaxed.mp3]		descontraído,relaxado	/<span class="ipa dipa">rɪˈlækst</span>/	[sound:cambridge-usl30282.mp3]		(1542)relaxado,(881)descontraído,(148)relaxante,(144)tranquilo,(117)calmo,(55)relaxar,(43)relaxou,(31)relaxamento,(22)descansado,(18)relaxe,(17)relaxei,(17)Relaxação,(10)informal,(8)à vontade,(null),			descontraído
makin	ˈmækɪn	makin	haciendo,makin			determinant	<b>circumstance,influence,point,component,element,thing,part,aspect,consideration,cause,ingredient</b>	[sound:thesaurus-makin.mp3]		forma abreviada de “Master of Arts”: Mestrado em Ciências Humanas,forma abreviada de “Massachusetts”		[sound:cambridge-uszzzzc075.mp3]		(349)fazer,(62)Makin,(34)ganhar,(12)deixando,(9)cometendo,			
inches	ˈɪnʧəz	polegadas	pulgadas	ɪntʃ 	inch 	one-twelfth of a foot/2.54 centimeters measured	<font color="#cccccc">square,fingerbreadth</font>	[sound:thesaurus-inches.mp3]		polegada	/<span class="ipa dipa">ɪntʃ</span>/	[sound:cambridge-inch.mp3]		(2005)polegadas,(1059)centímetros,(650)cm,(61)mm,(41)5cm,(36)15cm,(29)pouco,(24)metro,(21)pol,(21)10cm,(20)polegada,(18)milímetros,(16)20cm,(14)inches,(9)avança,(null),		(often abbreviated to when written) a measure of length, the twelfth part of a foot (2.54 centimetres),a small amount,to move slowly and carefully	polegada,pouquinho,avançar
gratitude	ˈgrætəˌtud	gratidão	gratitud,la gratitud	ˈgræt ɪˌtud, -ˌtyud 	<span class="bold">grat</span>-i-tood, -tyood 	appreciation	<b>obligation,thanks,recognition,acknowledgment</b>	[sound:thesaurus-gratitude.mp3]		gratidão	/<span class="ipa dipa">ˈɡræt̬·ɪˌtud</span>/	[sound:cambridge-gratitude.mp3]		(4901)gratidão,(369)agradecimento,(360)reconhecimento,(132)agradecer,(77)gratitude,(68)grato,(41)agradecido,(31)obrigado,(19)apreço,(14)agradece,(12)agradeceu,(11)acção de graças,(9)Obrigada,(null),		the state of feeling grateful	gratidão
faithful	ˈfeɪθfəl	fiel	fiel	ˈfeɪθ fəl 	<span class="bold">feyth</span>-f<span class="italic">uh</span>l 	loyal, reliable,authentic, accurate	<b>resolute,sincere,hard-core,conscientious,ardent,staunch,devoted,trusty,steadfast,dependable,scrupulous,obedient,truthful,loving,affectionate,honorable,upright,dutiful,honest,trustworthy,patriotic,true,</b><b>precise,credible,trusty,strict,lifelike,exact,true</b>	[sound:thesaurus-faithful.mp3]		fiel	/<span class="ipa dipa">ˈfeɪθ·fəl</span>/	[sound:cambridge-faithful.mp3]		(13805)fiel,(170)fidelidade,(148)leal,(98)fé,(66)leigos,(58)crente,(55)Faithful,(47)fielmente,(13)devotos,(11)féis,(11)católicos,(10)fidedigna,(10)peregrinos,(7)infiel,(6)fiés,		trust or belief,religious belief,loyalty to one's promise,loyal and true; not changing,true or exact	fiel,fé,promessa,leal
Dennis	ˈdɛnɪs	Dennis	Dennis					[sound:thesaurus-Dennis.mp3]						(4172)Dennis,(21)Dênis,(0)Dinis,(0)Diniz,			
bin	bɪn	bin	compartimiento,bin	bɪn 	bin 	container	<font color="#cccccc">case,box,crate,basket,carton,receptacle,canister</font>	[sound:thesaurus-bin.mp3]		caixa,caixão,lata,cesto	/<span class="ipa dipa">bɪn</span>/	[sound:cambridge-bin.mp3]		(1395)bin,(1037)lixeira,(249)lixo,(131)caixa,(112)hospício,(87)ibne,(46)contentor,(44)caixote do lixo,(42)escaninho,(39)cesto,(38)compartimento,(34)lata,(22)silo,(14)barra,(6)moega,(null),			
accent	ˈæksɛnt	sotaque,acento	acento	<span class="luna-pos">noun</span> ˈæk sɛnt; <span class="luna-pos">verb</span> ˈæk sɛnt, ækˈsɛnt 	<span class="luna-pos">noun</span> <span class="bold">ak</span>-sent; <span class="luna-pos">verb</span> <span class="bold">ak</span>-sent, ak-<span class="bold">sent</span> 	importance, emphasis,stress or pitch in pronunciation,place emphasis, importance	<font color="#cccccc">stress,weight,significance,</font><b>tone,timbre,inflection,pronunciation,rhythm,cadence,</b><font color="#cccccc">stress,accentuate,emphasize,underscore,highlight,intensify,underline</font>	[sound:thesaurus-accent.mp3]		sotaque,acento gráfico	/<span class="ipa dipa">ˈæk·sent</span>/	[sound:cambridge-accent.mp3]		(3035)sotaque,(297)acento,(265)pronúncia,(55)Accent,(32)ênfase,(26)tónica,(26)acentuar,(17)destaque,(11)acentuação,(11)toque,			
zip	zɪp	fecho eclair,zip	Código Postal,zip	zɪp 	zip 	enthusiasm, energy,move about quickly	<b>vigor,sparkle,pep,oomph,verve,</b><b>dash,waltz,hurry,zoom</b>	[sound:thesaurus-zip.mp3]		zíper,fechar com zíper	/<span class="ipa dipa">zɪp</span>/	[sound:cambridge-zip.mp3]		(2647)ZIP,(316)fechar,(130)CEP,(72)nada,(68)tirolesa,(46)zíper,(22)código postal,(21)cala-te,(13)zero,(11)apertar,(11)cala,(8)fecho de correr,(7)Ligeirinho,(3)vigor,(1)fechar o zíper,		(also ) a zip fastener,a whizzing sound,in the United States, a postal code, usually having the form of a five-figure number, placed at the end of an address	fechar o fecho de correr,fechar o zíper,fecho de correr,zíper,fecho éclair,silvo,código postal
witter	ˈwɪtər	witter	ingenio,witter					[sound:thesaurus-witter.mp3]		espírito,humor	/<span class="ipa dipa">wɪt</span>/	[sound:cambridge-wit.mp3]		(48)Witter,			
wandering	ˈwɑndərɪŋ	errante,vagando	errante	ˈwɒn dər ɪŋ 	<span class="bold">won</span>-der-ing 	meandering,nomadic,itinerant	<b>winding,roving,</b><b>itinerant,</b><b>nomadic,roving,meandering</b>	[sound:thesaurus-wandering.mp3]		perambular,vagar	/<span class="ipa dipa">ˈwɑn·dər</span>/	[sound:cambridge-wander.mp3]		(388)vagando,(348)vaguear,(185)errante,(82)andando,(80)perambulando,(74)vagueando,(74)andar,(60)vagar,(55)passear,(41)deambular,(30)peregrinação,(23)vagueiam,(18)divagação,(10)viajante,(9)perambulação,			
shell	ʃɛl	Concha,shell	cáscara,shell	ʃɛl 	shel 	structure; covering	<font color="#cccccc">case,integument,scale,skeleton,chassis,hull,frame,shard,shuck,framework,husk,skin,pod,crust,nut,pericarp,plastron,carapace</font>	[sound:thesaurus-shell.mp3]		concha,casca,granada,projétil,obus	/<span class="ipa dipa">ʃel</span>/	[sound:cambridge-shell.mp3]		(2054)Shell,(1096)concha,(873)casca,(231)escudo,(229)carapaça,(175)invólucro,(144)fachada,(139)casco,(126)cápsula,(120)reservatório,(101)camada,(87)cartucho,(57)carcaça,(57)revestimento,(52)projétil,(17)projéctil,(null),		the hard outer covering of a shellfish, egg, nut etc,an outer covering or framework,a metal case filled with explosives and fired from a gun etc,to remove from its shell or pod,to fire explosive shells at	casca,concha,vagem,carapaça,esqueleto,projéctil,descascar,bombardear
Shane	ʃeɪn	Shane	Shane					[sound:thesaurus-Shane.mp3]						(3013)Shane,(13)Chen,(11)Rina,(4)Irmão Shan,			
regardless	rəˈgɑrdləs	independentemente	independientemente	rɪˈgɑrd lɪs 	ri-<span class="bold">gahrd</span>-lis 	indifferent, unconcerned,despite everything	<font color="#cccccc">disregarding,</font><b>nevertheless,anyway</b>	[sound:thesaurus-regardless.mp3]		apesar de algo	/<span class="ipa dipa">rɪˈɡɑrd·ləs</span>/	[sound:cambridge-regardless.mp3]		(7203)independentemente,(189)não obstante,(158)não importa,(116)apesar,(82)quer,(67)sem importar,(60)mesmo assim,(49)seja como for,(44)indiferente,(28)despeito,(18)prescindindo,(14)indiferentemente,(14)não interessa,(12)independe,(2)descuidado,		(with ) to consider to be,to think of as being very good, important etc; to respect,to think of (with a particular emotion or feeling),to look at,to pay attention to (advice etc),thought; attention,sympathy; care; consideration,good opinion; respect	considerar,prezar,pensar em,fitar,fazer caso de,consideração,estima
racing	ˈreɪsɪŋ	corrida	carreras,racing			speeding,competition	<font color="#cccccc">hurrying,flying,running,fast,dashing,swift,rushing,darting,sailing,zooming,whisking,hastening,whizzing,tearing,galloping,</font><font color="#cccccc">sport,contest,track,hurrying,flying,running,dashing,sporting,rushing,darting,sprinting,sailing,trotting,whizzing,competing,tearing,galloping</font>	[sound:thesaurus-racing.mp3]		corrida	/<span class="ipa dipa">ˈreɪ·sɪŋ</span>/	[sound:cambridge-racing.mp3]		(2573)corrida,(1490)Racing,(270)correndo,(258)correr,(178)automobilismo,(172)competição,(123)acelerado,(74)competir,(67)competindo,(62)regata,(53)piloto,(33)motociclismo,(27)volante,(22)acelerar,(9)acelerou,			
que	kju	That,que	What,que					[sound:thesaurus-que.mp3]						(2272)que,(19)that,			
Maurice	mɔˈris	Maurice	Maurice					[sound:thesaurus-Maurice.mp3]						(1992)Maurice,(381)Maurício,(7)Morris,(3)Mauricie,			
locate	ˈloʊˌkeɪt	localizar,localize	localizar,busque	ˈloʊ keɪt, loʊˈkeɪt 	<span class="bold">loh</span>-keyt, loh-<span class="bold">keyt</span> 	find,settle	<b>unearth,detect,pinpoint,spot,discover,station,strike,uncover,establish,</b><b>reside,set,situate,park,stand,put,inhabit,establish</b>	[sound:thesaurus-locate.mp3]		estar localizado,localizar	/<span class="ipa dipa">ˈloʊ·keɪt</span>/	[sound:cambridge-locate.mp3]		(4379)localizar,(495)encontrar,(122)localização,(58)achar,(30)situar,(14)instalar,(12)detectar,(11)colocar,(7)posicionar,(2)pôr,		belonging to a certain place or district	local
inevitable	ɪˈnɛvətəbəl	inevitável	inevitable	ɪnˈɛv ɪ tə bəl 	in-<span class="bold">ev</span>-i-t<span class="italic">uh</span>-b<span class="italic">uh</span>l 	certain; cannot be avoided	<b>inexorable,necessary,imminent,unavoidable,inescapable,undeniable,impending,irresistible</b>	[sound:thesaurus-inevitable.mp3]		inevitável	/<span class="ipa dipa">ɪˈnev·ɪ·t̬ə·bəl</span>/	[sound:cambridge-eus72405.mp3]		(4812)inevitável,(73)inevitavelmente,(29)inevitabilidade,(23)fatalidade,(19)inelutável,(18)Inevitable,(15)incontornável,(10)indispensável,(8)fatal,(5)inevitáveI,(4)forçosamente,		that cannot be avoided; certain to happen, be done, said, used etc	inevitável
griffin	ˈgrɪfɪn	grifo,griffin	grifo,griffin	ˈgrɪf ɪn 	<span class="bold">grif</span>-in 	feline	<b>cougar,wildcat</b>	[sound:thesaurus-griffin.mp3]		grifo	/<span class="ipa dipa">ˈɡrɪf.ɪn</span>/	[sound:cambridge-usgreen027.mp3]		(2560)Griffin,(99)grifo,			
Gretel	ˈgrɛtəl	Gretel	Gretel					[sound:thesaurus-Gretel.mp3]						(182)Gretel,(61)Maria,			
Ellie	ˈɛli	Ellie	Ellie					[sound:thesaurus-Ellie.mp3]						(2824)Ellie,(22)EIIie,(8)Eli,(8)Ellen,			
deed	did	ato,ação	escritura	did 	deed 	achievement,legal paper assigning property; contract	<b>accomplishment,reality,adventure,truth,act,action,feat,fact,</b><b>transaction,document,certificate,lease</b>	[sound:thesaurus-deed.mp3]		ação,feito,façanha	/<span class="ipa dipa">did</span>/	[sound:cambridge-deed.mp3]		(645)ação,(562)escritura,(229)acção,(217)ato,(131)feito,(91)acto,(53)obra,(34)contrato,(30)façanha,(27)documento,(23)crime,(19)proeza,(18)tarefa,(17)gesto,(16)serviço,(null),		something done; an act	ação,ato,acção
Debbie	ˈdɛbi	Debbie	Debbie					[sound:thesaurus-Debbie.mp3]						(1861)Debbie,(12)Debby,(4)a Debi,(3)Debie,			
crushed	krʌʃt	esmagado	aplastada,aplastado	krʌʃ 	kruhsh 	compress, smash,defeating soundly,humiliate	<b>crumble,beat,bruise,squash,mash,break,trample,squeeze,</b><b>demolish,annihilate,subdue,wreck,beat,suppress,ruin,stamp out,overpower,overwhelm,quell,kill,defeat,squelch,strangle,overcome,vanquish,</b><b>overwhelm,suppress,hurt,dispose of,quell,quash,put down</b>	[sound:thesaurus-crushed.mp3]		esmagar,triturar,picar,moer	/<span class="ipa dipa">krʌʃ</span>/	[sound:cambridge-crush.mp3]		(1373)esmagado,(280)esmagou,(94)triturado,(77)esmagaram,(72)arrasado,(55)esmaguei,(53)destruído,(52)picado,(45)moído,(40)amassado,(39)esmagar,(28)destroçado,(25)esmagamento,(22)destruiu,(15)esmagamos,			
controlling	kənˈtroʊlɪŋ	controlando,controlar	controlador,el control de	kənˈtroʊl 	k<span class="italic">uh</span>n-<span class="bold">trohl</span> 	ruling	<font color="#cccccc">governing,supervising,regulating</font>	[sound:thesaurus-controlling.mp3]						(1941)controlar,(1089)controle,(1087)controlo,(859)controlando,(507)controlador,(297)controla,(153)controlam,(59)controlava,(47)controlá-lo,(26)controlarem,(24)controladoria,(24)controlá-la,(20)controlavam,(20)controlar-me,(14)controlem,			
western	ˈwɛstərn	ocidental	occidental	ˈwɛs tərn 	<span class="bold">wes</span>-tern 	situated or toward the west	<font color="#cccccc">westerly,westward</font>	[sound:thesaurus-western.mp3]		do oeste,ocidental,filme de faroeste	/<span class="ipa dipa">ˈwes·tərn</span>/	[sound:cambridge-western.mp3]		(21361)ocidental,(3132)western,(3036)oeste,(1002)ocidente,(188)faroeste,(62)leste,(59)oriental,(46)sudoeste,(46)noroeste,(26)occidental,(16)barlavento,(11)poente,(10)orientais,(10)D'Oeste,(3)filme de cowboys,			
taxes	ˈtæksəz	impostos	impuestos	tæks 	taks 	charge levied by government on property, income,burden,levy charge on property, income,burden,accuse	<b>duty,levy,fine,price,rate,cost,contribution,expense,tariff,</b><b>duty,charge,</b><b>assess,impose,enact,</b><b>exhaust,weaken,overtax,</b><font color="#cccccc">blame,impugn,reproach,criminate,impeach,incriminate,charge,indict,impute,inculpate,arraign,censure,reprove</font>	[sound:thesaurus-taxes.mp3]		imposto,taxar,tributar	/<span class="ipa dipa">tæks</span>/	[sound:cambridge-tax.mp3]		(7248)impostos,(889)taxas,(351)imposto,(154)fiscal,(144)tributos,(143)tributação,(94)imposições,(76)encargos,(40)fiscalidade,(37)taxa,(34)taxes,(20)contribuições,(10)carga tributária,(9)contabilidade,(8)fisco,(null),			
Tara	ˈtɛrə	Tara	Tara					[sound:thesaurus-Tara.mp3]						(3025)Tara,			
smelled	smɛld	cheirava	olido,olía	smɛl 	smel 	perceive with the nose,have an odor	<b>breathe,inhale,sniff,detect,</b><b>stink</b>	[sound:thesaurus-smelled.mp3]		cheirar,sentir cheiro de,cheirar mal,cheiro,olfato,mau cheiro	/<span class="ipa dipa">smel</span>/	[sound:cambridge-smell.mp3]		(264)cheirava a,(204)cheiro,(97)cheirou,(93)cheirei,(46)cheirado,(36)senti,(27)sentiu,(19)cheiraste,(14)cheiravam a,(14)cheirou-me a,(12)cheira a,(12)cheirasse,(11)farejou,(11)sentia,(10)cheirar a,(null),		the sense or power of being aware of things through one's nose,the quality that is noticed by using this power,an act of using this power	cheirar,cheiro,olfato,olfacto
sheep	ʃip	ovelha,ovelhas	oveja,ovejas	ʃip 	sheep 	animals raised on a farm,someone following orders without question,leader,mass of water particles in air,person in agreement	<font color="#cccccc">fowl,domestic,herd,swine,cattle,flock,horses,animals,livestock,beasts,hogs,pigs,cows,</font><font color="#cccccc">forerunner,guide,lead,doyen,</font><b>gloom,vapor,darkness,fog,smoke,puff,smog,mist,veil,steam,</b><font color="#cccccc">follower,traditionalist,bourgeois,emulator</font>	[sound:thesaurus-sheep.mp3]		ovelha	/<span class="ipa dipa">ʃip</span>/	[sound:cambridge-sheep.mp3]		(6744)ovelha,(1620)ovinos,(327)carneiro,(318)ovino,(154)rebanho,(128)Sheep,(65)cordeiro,(59)pele,(39)animais,(33)pastor,(26)gado,(21)ovelhinha,(15)caprinos,(15)ovinicultura,(null),		a kind of animal related to the goat, whose flesh is used as food and from whose wool clothing is made	carneiro,ovelha
settlement	ˈsɛtəlmənt	assentamento,liquidação	asentamiento,liquidación	ˈsɛt l mənt 	<span class="bold">set</span>-l-m<span class="italic">uh</span>nt 	decision, conclusion,community	<b>deal,establishment,agreement,contract,arrangement,compensation,resolution,payment,</b><b>establishment</b>	[sound:thesaurus-settlement.mp3]		decisão,acordo,assentamento,colônia	/<span class="ipa dipa">ˈset̬·<span class="sp dsp">ə</span>l·mənt</span>/	[sound:cambridge-settlement.mp3]		(2758)liquidação,(2144)acordo,(1262)resolução,(1138)assentamento,(573)solução,(329)povoado,(235)estabelecimento,(235)colónia,(178)colonização,(162)povoamento,(143)povoação,(135)regularização,(106)transacção,(90)pagamento,(83)acampamento,(51)determinação,(11)quitação,(4)contrato,(null),		to place in a position of rest or comfort,to come to rest,to soothe,to go and live,to reach a decision or agreement,to pay (a bill),an agreement,a small community	pôr(-se) à vontade,depositar-se,acalmar,fixar-se,resolver,liquidar,acordo,comunidade
rocky	ˈrɑki	rochoso,rocky	rocoso,rocky	ˈrɒk i 	<span class="bold">rok</span>-ee 	rugged, stony,unyielding, inflexible,doubtful, undependable	<b>jagged,craggy,rough,</b><b>tough,rough,rugged,</b><b>tricky,shaky,unstable,unsteady</b>	[sound:thesaurus-rocky.mp3]		rochoso	/<span class="ipa dipa">ˈrɑ·ki</span>/	[sound:cambridge-rocky.mp3]		(2255)Rocky,(934)rochoso,(50)pedregoso,(36)difícil,(27)rocha,(19)rock,(15)Rocky's,(13)pedra,(12)sorvete,(9)skalnykh,(9)complicado,(9)gelado,(7)atribulado,(2)roqueiro,		(a large lump or mass of) the solid parts of the surface of the Earth,a large stone,a type of hard sweet made in sticks,to (cause to) swing gently backwards and forwards or from side to side,to swing (a baby) gently in one's arms to comfort it or make it sleep,to shake or move violently	rocha,pedregulho,rebuçado,balançar,embalar,abanar
robe	roʊb	manto	túnica	roʊb 	rohb 	gown, often for wearing at home	<b>frock,garment,bathrobe,vestment,costume,dress,kimono</b>	[sound:thesaurus-robe.mp3]		penhoar,robe	/<span class="ipa dipa">roʊb</span>/	[sound:cambridge-robe.mp3]		(639)roupão,(489)robe,(452)manto,(199)túnica,(79)veste,(59)roupa,(55)toga,(37)bata,(32)capa,(31)vestido,(20)hábito,(16)traje,(13)chambre,(12)batina,(3)beca,(2)roupão de banho,(null),			
retired	rɪˈtaɪrd	aposentado	retirado,se retiró	rɪˈtaɪ<span class="superscript">ə</span>rd 	ri-<span class="bold">tahy<span class="superscript"><span class="italic">uh</span></span>rd</span> 	having withdrawn from active life,having been withdrawn,done working	<b>resigned,elderly,</b><font color="#cccccc">separated,secluded,isolated,detached,removed,withdrawn,retreated,sequestered,</font><b>retiring,discharged</b>	[sound:thesaurus-retired.mp3]		aposentado	/<span class="ipa dipa">-ˈtaɪrd</span>/	[sound:cambridge-retired.mp3]		(1525)aposentado,(795)reformado,(722)se aposentou,(349)retirou-se,(324)aposentou-se,(192)se retirou,(174)retirado,(166)reformou-se,(89)aposentei,(74)se reformou,(63)se aposentar,(57)aposentadoria,(48)reforma,(3)recolhido,			
poet	ˈpoʊət	poeta	poeta	ˈpoʊ ɪt 	<span class="bold">poh</span>-it 	person who writes expressive, rhythmic verse	<b>lyricist,writer,dramatist,author,artist</b>	[sound:thesaurus-poet.mp3]		poeta	/<span class="ipa dipa">ˈpoʊ·ɪt</span>/	[sound:cambridge-eus75874.mp3]		(5465)poeta,(232)poetisa,(25)Poet,(10)poetiza,(2)repentista,		a person who writes poems	poeta,poetisa
opposed	əˈpoʊzd	oposto,oposição	opuesto,se opuso a	əˈpoʊz 	<span class="italic">uh</span>-<span class="bold">pohz</span> 	antagonistic	<b>inimical,hostile,opposing,averse,antithetical,disputed,anti</b>	[sound:thesaurus-opposed.mp3]		ser contra algo	/<span class="ipa dipa">əˈpoʊzd</span>/	[sound:cambridge-usl30248.mp3]		(1485)oposição,(1016)contra,(684)contrário,(517)oposto,(390)se opôs,(367)opõe,(311)opõem,(249)opôs-se,(226)opõe-se,(185)se opuseram,(131)se opunham,(125)se opunha,(61)opositor,(58)contestado,(43)combatido,			oposto
marked	mɑrkt	marcado	marcado	mɑrkt 	mahrkt 	apparent, obvious	<b>pronounced,noticeable,remarkable,striking,distinct,notable,decided,considerable,conspicuous</b>	[sound:thesaurus-marked.mp3]		notável,marcado	/<span class="ipa dipa">mɑːrkt</span>/	[sound:cambridge-marked.mp3]		(5388)marcado,(2133)marcou,(485)acentuado,(476)marcaram,(322)assinalado,(288)marca,(170)marquei,(129)marcante,(111)caracterizado,(64)forte,(44)escrito,(44)demarcado,(44)significativa,(40)indicado,(36)notável,(19)sinalizada,(1)apreciável,(null),		 (also ,a point given as a reward for good work etc,a stain,a sign used as a guide to position etc,a cross or other sign used instead of a signature,an indication or sign of a particular thing,to put a mark or stain on, or to become marked or stained,to give marks to (a piece of work),to show; to be a sign of,to note,(in football etc) to keep close to (an opponent) so as to prevent his getting the ball,obvious or easily noticeable	,nota,mancha,marca,marcar,corrigir,assentar,marcado
Hannibal	ˈhænɪbəl	canibal,Hannibal	Aníbal,Hannibal					[sound:thesaurus-Hannibal.mp3]						(843)Hannibal,(409)Aníbal,(40)Hanibal,(26)Annibale,(9)Caras,(8)BA,(6)HannibaI,			
Greenlee's	ˈgrinˌliz	Greenlee's,Greenlee do	Greenlee's,Greenlee del					[sound:thesaurus-Greenlee's.mp3]						, 			
